LECROYWS4024HD 19320 Waveform
Segments 1 SegmentSize 3127
Segment TrigTime TimeSinceSegment1
#1 09-Jul-2024 01:28:25 0                 
Time Ampl
-0.0008001226 -0.0004705758
-0.0007985226 -0.001882303
-0.0007969226 -0.002352879
-0.0007953226 -0.002352879
-0.0007937226 -0.002352879
-0.0007921226 -0.0009411517
-0.0007905226 -0.0009411517
-0.0007889226 -0.001411728
-0.0007873226 -0.002352879
-0.0007857226 -0.0004705758
-0.0007841226 -0.003294031
-0.0007825226 -0.001882303
-0.0007809226 -0.001411728
-0.0007793226 -0.001882303
-0.0007777226 -0.0004705758
-0.0007761226 -0.001411728
-0.0007745226 -0.001882303
-0.0007729226 0.0004705758
-0.0007713226 -0.0009411517
-0.0007697226 -0.001882303
-0.0007681226 -0.001882303
-0.0007665226 -0.0009411517
-0.0007649226 -0.0004705758
-0.0007633226 -0.001882303
-0.0007617226 -0.002352879
-0.0007601226 0
-0.0007585226 0.0004705758
-0.0007569226 -0.002823455
-0.0007553226 -0.001411728
-0.0007537226 -0.001882303
-0.0007521226 -0.001882303
-0.0007505226 -0.003294031
-0.0007489226 -0.001411728
-0.0007473226 -0.0009411517
-0.0007457226 -0.0004705758
-0.0007441226 -0.001882303
-0.0007425226 -0.001882303
-0.0007409226 -0.003294031
-0.0007393226 -0.001411728
-0.0007377226 0.0004705758
-0.0007361226 -0.0004705758
-0.0007345226 -0.001411728
-0.0007329226 -0.001882303
-0.0007313226 -0.0009411517
-0.0007297226 -0.002352879
-0.0007281226 -0.001411728
-0.0007265226 -0.001411728
-0.0007249226 -0.002823455
-0.0007233226 -0.0009411517
-0.0007217226 -0.001411728
-0.0007201226 -0.001882303
-0.0007185226 -0.0009411517
-0.0007169226 -0.002352879
-0.0007153226 -0.002352879
-0.0007137226 -0.0009411517
-0.0007121226 -0.002352879
-0.0007105226 -0.001411728
-0.0007089226 -0.003764607
-0.0007073226 -0.0009411517
-0.0007057226 -0.002352879
-0.0007041226 -0.002352879
-0.0007025226 -0.001411728
-0.0007009226 -0.001882303
-0.0006993226 -0.002352879
-0.0006977226 -0.003294031
-0.0006961226 -0.002823455
-0.0006945226 -0.001411728
-0.0006929226 -0.003764607
-0.0006913226 -0.0009411517
-0.0006897226 -0.001882303
-0.0006881226 -0.001411728
-0.0006865226 -0.003764607
-0.0006849226 -0.002823455
-0.0006833226 -0.002823455
