-0.000500399,6.61479e-005
-0.000499899,-4.90477e-005
-0.000499399,-4.90477e-005
-0.000498899,-0.000164243
-0.000498399,6.61479e-005
-0.000497899,-4.90477e-005
-0.000497399,0.000296539
-0.000496899,0.000181343
-0.000496399,-0.000164243
-0.000495899,6.61479e-005
-0.000495399,6.61479e-005
-0.000494899,0.000181343
-0.000494399,0.000296539
-0.000493899,6.61479e-005
-0.000493399,-0.000164243
-0.000492899,6.61479e-005
-0.000492399,6.61479e-005
-0.000491899,-4.90477e-005
-0.000491399,0.000296539
-0.000490899,6.61479e-005
-0.000490399,6.61479e-005
-0.000489899,0.000296539
-0.000489399,0.000181343
-0.000488899,-0.000164243
-0.000488399,0.000181343
-0.000487899,-0.000164243
-0.000487399,6.61479e-005
-0.000486899,0.000296539
-0.000486399,0.000181343
-0.000485899,0.000296539
-0.000485399,6.61479e-005
-0.000484899,6.61479e-005
-0.000484399,-4.90477e-005
-0.000483899,-0.000164243
-0.000483399,6.61479e-005
-0.000482899,-4.90477e-005
-0.000482399,6.61479e-005
-0.000481899,-4.90477e-005
-0.000481399,6.61479e-005
-0.000480899,0.000296539
-0.000480399,6.61479e-005
-0.000479899,6.61479e-005
-0.000479399,-4.90477e-005
-0.000478899,0.000296539
-0.000478399,6.61479e-005
-0.000477899,6.61479e-005
-0.000477399,0.000181343
-0.000476899,0.000181343
-0.000476399,0.000181343
-0.000475899,0.000181343
-0.000475399,0.000181343
-0.000474899,0.000296539
-0.000474399,0.000296539
-0.000473899,-0.000164243
-0.000473399,6.61479e-005
-0.000472899,-4.90477e-005
-0.000472399,-4.90477e-005
-0.000471899,6.61479e-005
-0.000471399,6.61479e-005
-0.000470899,6.61479e-005
-0.000470399,-4.90477e-005
-0.000469899,-4.90477e-005
-0.000469399,6.61479e-005
-0.000468899,0.000411735
-0.000468399,0.000181343
-0.000467899,-4.90477e-005
-0.000467399,6.61479e-005
-0.000466899,-4.90477e-005
-0.000466399,6.61479e-005
-0.000465899,0.000181343
-0.000465399,6.61479e-005
-0.000464899,6.61479e-005
-0.000464399,-4.90477e-005
-0.000463899,-4.90477e-005
-0.000463399,-4.90477e-005
-0.000462899,0.000181343
-0.000462399,0.000181343
-0.000461899,6.61479e-005
-0.000461399,-4.90477e-005
-0.000460899,6.61479e-005
-0.000460399,6.61479e-005
-0.000459899,0.000181343
-0.000459399,-4.90477e-005
-0.000458899,6.61479e-005
-0.000458399,6.61479e-005
-0.000457899,6.61479e-005
-0.000457399,0.000181343
-0.000456899,-4.90477e-005
-0.000456399,0.000181343
-0.000455899,0.000181343
-0.000455399,-0.000164243
-0.000454899,0.000296539
-0.000454399,-4.90477e-005
-0.000453899,6.61479e-005
-0.000453399,0.000181343
-0.000452899,6.61479e-005
-0.000452399,0.000296539
-0.000451899,6.61479e-005
-0.000451399,6.61479e-005
-0.000450899,6.61479e-005
-0.000450399,-0.000164243
-0.000449899,0.000181343
-0.000449399,-0.000164243
-0.000448899,6.61479e-005
-0.000448399,-4.90477e-005
